id,sentence_en,sentence_zh,grammar,new_words,extend_words,extend_note,phrases,review_note,covered_ids
11,"At school, my classmate Lily and I do our lessons in my class with my teacher Miss Green. My classroom has twenty pupils, books, notebooks, dictionaries, crayons and scissors.",在学校里，我和我的同学莉莉一起在我们班上课，我们的老师是格林小姐。我的教室里有二十名学生，还有书、笔记本、词典、蜡笔和剪刀。,一般现在时表示经常做的事：do our lessons。with 表示“和……一起”。名词复数在词尾加 -s：pupils、books、crayons。have / has 表示“有”，主语是第三人称单数时用 has。,school|/sku:l/|n|学校; classmate|/'klɑ:smeit/|n|同班同学; do|/du:/|v|做，进行，完成; lesson|/'lesn/|n|课，课业，教训; class|/klɑ:s/|n|班级，阶级，种类; teacher|/'ti:tʃə/|n|教师; classroom|/'klɑ:sru:m/|n|教室; pupil|/'pju:pl/|n|学生; book|/buk/|n & v|书，登记，书籍; notebook|/'nəutbuk/|n|笔记本; dictionary|/'dikʃənəri/|n|字典，词典; crayon|/'kreiən/|n|蜡笔; scissors|/'sizəz/|n pl|剪刀,text book|/tekst buk/|n|课本，教科书; page|/peidʒ/|n|页，页面; diary|/'daiəri/|n|日记 || class member|/klɑ:s 'membə/|n|同班同学,书籍与纸页（锚词：book）；同班同学（锚词：classmate）,my classmate Lily|我的同学莉莉; do our lessons|上课、做功课; in my classroom|在我的教室里,今日回读：请重新朗读背诵第 4、7、9、10 天的句子。本句复现：第 1 天的 in / the / and 与 be 动词；第 4 天的 my；第 9 天的 twenty；第 10 天的文具同族词（pen、pencil、schoolbag）。,"135,242,244,245,246,294,333,334,348,723,879,921,1018,1092,1095,1272,1288"
12,"Art is my favourite subject, and mathematics is difficult, not easy. We have got Chinese, geography, history, music and science at school.",美术是我最喜欢的科目，数学很难，不容易。我们在学校要学语文、地理、历史、音乐和科学。,favourite 作定语修饰名词：my favourite subject。difficult 和 easy 作表语。学科名首字母要大写：Art、Mathematics、Chinese、Geography。have got 后接并列名词。,art|/ɑ:t/|n|艺术，人文科学，技术; favourite|/'feivərit/|adj|喜爱的，宠爱的; subject|/'sʌbdʒekt/|n|科目，学科；主题; mathematics|/.mæθə'mætiks/|n|数学; difficult|/'difikəlt/|adj|困难的; easy|/'i:zi/|adj|容易的; Chinese|/tʃai'ni:z/|adj & n|中国的；中国人；汉语; geography|/dʒi'ɒgrəfi/|n|地理（学）; history|/'histəri/|n|历史; music|/'mju:zik/|n|音乐，乐曲; science|/'saiəns/|n|科学,term|/tɜ:m/|n|学期；术语；期限; course|/kɒ:s/|n|课程；过程; studies|/'stʌdiz/|n pl|学习，学业,学期与课程（锚词：subject）,my favourite subject|我最喜欢的科目; difficult and easy|难和容易; at school|在学校,今日回读：请重新朗读背诵第 5、8、10、11 天的句子。本句复现：第 1 天的 and 与 be 动词；第 2 天的 have got；第 4 天的 my；第 7 天的 at；第 11 天的 school。,"65,231,291,338,382,449,524,610,775,834,1094,1234,1236,1284"
13,"I get up at seven in the morning, and I am hungry and thirsty. I go down and eat my breakfast, but Tom is not up. I go out.",我早上七点起床，又饿又渴。我下楼吃早饭，可是汤姆还没起床。我出门去上学。,一般现在时描述每天固定的作息：I get up / I go / I eat。get up、go down、go out 是动词短语。and 表并列，but 表转折。be 动词的否定式：is not up（还没起来）。,get|/get/|v|得到，到达，获得; get up|/get ʌp/|phr v|起床，起身; up|/ʌp/|prep & adv|向上；在上面; morning|/'mɒ:niŋ/|n|早晨，上午; hungry|/'hʌŋgi/|adj|饥饿的，荒年的，渴望的; thirsty|/'θɜ:sti/|adj|口渴的; go|/gou/|v|去，走；进行; down|/daun/|adv & prep|向下，下去; eat|/i:t/|v|吃; breakfast|/'brekfəst/|n|早餐; but|/bʌt/|conj|但是; out|/aut/|adv|在外；熄灭,lunch|/lʌntʃ/|n|午餐; dinner|/'dinə/|n|晚餐，正餐; supper|/'sʌpə/|n|晚餐; meal|/mi:l/|n|一餐，饭,一日三餐（锚词：breakfast）,get up in the morning|早上起床; eat my breakfast|吃早饭; go out|出门,今日回读：请重新朗读背诵第 6、9、11、12 天的句子。本句复现：第 1 天的 in / the 与 be 动词；第 3 天的 Tom；第 4 天的 my；第 7 天的 at；第 8 天的 seven。,"156,176,341,357,383,527,531,538,630,760,780,818,914,1248,1306,1400"
14,"In my lesson there are eight questions: who, what, where, when, why, which, whose and how. I have got the answers.",我的课上有八个问题：谁、什么、在哪里、什么时候、为什么、哪一个、谁的、怎么样。我有了这些问题的答案。,疑问词 who / what / where / when / why / which / whose / how 是提问时开头的词。there be 表示“存在有”，have got 表示“拥有”。whose 后面接名词表示“……的”。,question|/'kwestʃən/|n|问题; who|/hu:/|pron|谁; what|/hwɒt/|det & pron|什么; where|/hweə/|adv|在哪里; when|/hwen/|adv|何时，当…时候; why|/hwai/|adv|为什么; which|/hwitʃ/|det & pron|哪一个; whose|/hu:z/|pron|谁的; how|/hau/|adv|如何，怎样，多少; answer|/'ɑ:nsə/|n & v|答案，回答，反驳,anybody|/'enibɒdi/|pron|任何人; anyone|/'eniwʌn/|pron|任何人; anything|/'eniθiŋ/|pron|任何事; anywhere|/'enihweə/|adv|无论何处 || somebody|/'sʌmbɒdi/|pron|有人，某人; someone|/'sʌmwʌn/|pron|有人，某人; something|/'sʌmθiŋ/|pron|某事，某物; somewhere|/'sʌmhweə/|adv|某处,any- 不定代词（锚词：who）；some- 不定代词（锚词：who）,eight questions|八个问题; in my lesson|在我的课上; the answers|这些答案,今日回读：请重新朗读背诵第 7、10、12、13 天的句子。本句复现：第 1 天的 there be；第 2 天的 have got；第 4 天的 my；第 8 天的 eight；第 11 天的 lesson。,"49,52,53,54,56,627,1027,1183,1184,1185,1187,1449,1451,1452,1453,1456,1458,1459"
15,"Today is Monday. My week has five weekdays and a weekend: Friday is my favourite. Now, before my daily lesson, I eat breakfast, and then, after it, I go home.",今天是星期一。我的一周有五个工作日和一个周末：星期五是我最喜欢的日子。现在，在上每天那节课之前我先吃早饭，然后下课后回家。,星期名首字母大写：Monday、Friday。时间副词 now / then / today 的位置。before 和 after 表示时间先后：before my lesson、after it。week 由 weekday（工作日）和 weekend（周末）组成。,today|/tə'dei/|n & adv|今天；当今; Monday|/'mʌndi/|n|星期一; week|/wi:k/|n|星期，周; weekday|/'wi:kdei/|n|工作日，平日; weekend|/'wi:kend/|n|周末; Friday|/'fraidi/|n|星期五; now|/nau/|adv|现在，刚才，目前; before|/bi'fɒ:/|adv & prep|在前，在...之前; daily|/'deili/|adj & adv|每日的，每日地，日常的; then|/ðen/|adv|然后；当时; after|/'ɑ:ftə/|adv & prep|后来，在...之后，由于,Tuesday|/'tju:zdi/|n|星期二; Wednesday|/'wenzdi/|n|星期三; Thursday|/'θɜ:zdi/|n|星期四; Saturday|/'sætədi/|n|星期六; Sunday|/'sʌndi/|n|星期日,星期名（锚词：Monday）,five weekdays|五个工作日; my favourite weekday|我最喜欢的工作日; after my lesson|上完课之后,今日回读：请重新朗读背诵第 8、11、13、14 天的句子。本句复现：第 2 天的 has（have 的第三人称单数）；第 4 天的 my；第 8 天的 five；第 11 天的 lesson；第 12 天的 favourite；第 13 天的 morning / breakfast / go / eat。,"20,107,310,505,811,882,1087,1245,1298,1320,1333,1368,1439,1440,1441,1442"
16,"Yesterday was Monday, and now it is September. My birthday has got a date: it is in October, and it is soon. A year has twelve months.",昨天是星期一，现在已经是九月了。我的生日有确切的日期：就在十月，很快就要到了。一年有十二个月。,月份名首字母大写：September、October。was 是 be 动词的过去式，常与 yesterday 连用。have got 的第三人称单数形式是 has got。a year 与 twelve months 是单复数的对照。,yesterday|/'jestədi/|n & adv|昨天; September|/sep'tembə/|n|九月; birthday|/'bɜ:θdei/|n|生日; date|/deit/|n|日期；约会; October|/ɒk'təubə/|n|十月; soon|/su:n/|adv|不久，很快; year|/jiə/|n|年，年度; month|/mʌnθ/|n|月，月份,January|/'dʒænjuəri/|n|一月; February|/'februəri/|n|二月; March|/mɑ:tʃ/|n|三月; April|/'eiprəl/|n|四月; May|/mei/|n|五月; June|/dʒu:n/|n|六月; July|/dʒu:'lai/|n|七月; August|/ɒ:'gʌst. 'ɒ:gəst/|n|八月; November|/nəu'vembə/|n|十一月; December|/di'sembə/|n|十二月,月份名（锚词：September）,twelve months|十二个月; my birthday|我的生日; in October|在十月,今日回读：请重新朗读背诵第 1、9、12、14、15 天的句子。本句复现：第 2 天的 have got（has got）；第 4 天的 my；第 9 天的 twelve；第 15 天的 Monday / now / today 这组时间词。,"60,77,123,317,322,450,676,686,688,771,777,814,881,888,1108,1190,1489,1492"
17,"I always eat too much; usually Tom eats few meals, sometimes many, never much. We all eat every morning: we both are often so very hungry, we each eat breakfast.",我总是吃得太多；汤姆通常只吃很少几顿，有时吃很多，但从不多吃。每天早上我们一家人都要吃：我们俩常常饿得厉害，我们每个人都吃早饭。,频率副词 always / usually / often / sometimes / never 通常放在实义动词前、be 动词后。every + 单数名词（every morning），each 和 both / all 可放在主语后作同位语（we each / we both / we all）。few 修饰可数名词复数，many 修饰可数名词复数，much 表示不可数数量；so / very / too 表示程度。,"always|/'ɒ:lweiz/|adv|总是，始终; usually|/'ju:ʒuəli/|adv|通常; often|/'ɒ:fn/|adv|经常，常常; sometimes|/'sʌmtaimz/|adv|有时; never|/'nevə/|adv|从不，决不，不曾; every|/'evri/|det|每一，所有的; each|/i:tʃ/|det & pron|每个，各; all|/ɒ:l/|det & pron|全部; both|/bəuθ/|pron & det|两者; many|/'meni/|det, adj & pron|许多的，许多; much|/mʌtʃ/|adj, det, pron & adv|许多的，大量的; few|/fju:/|det & adj|很少的，不多的，少数的; very|/'veri/|adv|非常; too|/tu:/|adv|也；太; so|/səu/|conj & adv|所以，如此，因此","lot|/lɒt/|n|许多，大量; lots|/lɔts/|n|大量，许多，一堆; little|/'litl/|adj, det & pron|小的，很少的，幼小的",数量词（锚词：many）,eat too much|吃得太多; few meals|很少几顿; every morning|每天早上,今日回读：请重新朗读背诵第 2、10、13、15、16 天的句子。本句复现：第 3 天的 Tom；第 13 天的 morning / eat / breakfast；第 16 天的 month 之外的时间词家族。,"31,38,145,376,411,454,740,751,752,769,831,850,893,1177,1186,1340,1406,1410"
18,"Everything's for everybody and everyone. None of them is for him. Their things are everywhere, and my bag is nowhere. Nothing's here, and nobody and no one are at school.",所有的东西都是给大家的。它们当中没有一个是要给他的。他们的东西到处都是，我的包却哪儿都找不到。这里什么都没有，也没有人在学校。,不定代词作主语时谓语用单数：Everything's（= Everything is）、Nothing's（= Nothing is）。none of + 复数代词，谓语用单数 is。them 和 him 是宾格，their 是形容词性物主代词。,everything|/'evriθiŋ/|pron|每件事物，所有事物; everybody|/'evribɒdi/|pron|每个人，人人; everyone|/'evriwʌn/|pron|每个人，人人; none|/nʌn/|pron|没有人，无一物，并无一个; them|/ðem/|pron|他们，她们，它们; him|/him/|pron|他; their|/ðeə/|det|他们的; everywhere|/'evrihweə/|adv|各处，到处; nowhere|/'nəuhweə/|adv|无处，到处都无; nothing|/'nʌθiŋ/|pron|没有什么，没有东西; nobody|/'nəubɒdi/|pron|无人，没有人; no one|/nəu wʌn/|pron|没有人,mine|/main/|pron|我的; yours|/juəz/|pron|你的（东西），你们的（东西）; hers|/hɜ:z/|pron|她的; ours|/'auəz/|pron|我们的; theirs|/ðeəz/|pron|他们的（东西）,物主代词（锚词：their）,none of them|它们当中没有一个; for everybody|给大家; my bag is nowhere|我的包哪儿都找不到,今日回读：请重新朗读背诵第 3、11、14、16、17 天的句子。本句复现：第 4 天的 my；第 5 天的 for；第 11 天的 at school；第 13 天的 here 与 there be 家族。,"412,413,414,415,602,606,801,867,869,872,880,883,912,1294,1295,1296,1497"
19,"I like games, love my kite and enjoy funny cartoons. My hobby's my kite: I play with it because it is fun. My doll and toys are interesting, not boring.",我喜欢游戏，爱我的风筝，也喜欢好玩的卡通片。我的爱好就是风筝：我玩风筝，因为它很有趣。我的娃娃和玩具都很有意思，一点也不无聊。,like / love / enjoy 后面接名词，表示喜好。because 引导原因：because it is fun。interesting、boring、funny 是形容词，可作表语（are interesting）或定语（funny cartoons）。play with 表示“玩……”。,"like|/laik/|v, prep & adv|喜欢；像，如; game|/geim/|n|游戏；比赛; love|/lʌv/|n & v|爱，热爱; kite|/kait/|n|风筝; enjoy|/in'dʒɒi/|v|享受，喜欢，欣赏; funny|/'fʌni/|adj|好笑的，有趣的，滑稽的; cartoon|/kɑ:'tu:n/|n|卡通画，漫画; hobby|/'hɒbi/|n|爱好，业余爱好; play|/plei/|v & n|玩耍；比赛；剧本; because|/bi'kɒ:z/|conj|因为; fun|/fʌn/|n|乐趣，玩笑，娱乐; doll|/dɒl/|n|玩具娃娃; toy|/tɒi/|n|玩具; interesting|/'intristiŋ/|adj|有趣的; boring|/'bɒ:riŋ/|adj|无聊的，令人厌烦的",,,my hobby|我的爱好; funny cartoons|有趣的卡通片; play with my kite|放风筝、玩风筝,今日回读：请重新朗读背诵第 4、12、15、17、18 天的句子。本句复现：第 4 天的 my；第 5 天的 with；第 8 天的 not；第 11 天的复数名词（games、cartoons 同类）。,"103,141,202,351,401,515,516,518,612,661,699,734,754,982,1351"
20,"Our school has a library, a gym and a playground. The staff meeting is in the office. My group has a computer and a keyboard. My internet project is online.",我们学校有图书馆、体育馆和操场。教职工会议在办公室开。我们小组有一台电脑和一个键盘。我的网络课题是在网上做的。,学校场所名词：library、gym、playground、office。have / has 表示“有”，主语为第三人称单数时用 has。in + 地点表示位置。online 与 internet 都表示“在网上”。,library|/'laibrəri/|n|图书馆，藏书，库; gym|/dʒim/|n|体育馆；健身房; playground|/'pleigraund/|n|操场，游乐场; staff|/stɑ:f/|n|全体职员; meeting|/'mi:tiŋ/|n|会议，会面; office|/'ɒfis/|n|办公室; group|/gru:p/|n|团体，组，团; computer|/kəm'pju:tə/|n|电脑，电子计算机; keyboard|/'ki:bɒ:d/|n|键盘; internet|/'intənet/|n|互联网; project|/'prɒdʒekt/|n|计划，项目; online|/ˌɒnˈlaɪn/|adj & adv|在线的；联网的,,,a library and a gym|图书馆和体育馆; the staff meeting|教职工会议; online on the internet|在网上,今日回读：请重新朗读背诵第 5、13、16、18、19 天的句子。本句复现：第 1 天的 our / in / the / and；第 2 天的 has（have）；第 4 天的 my；第 11 天的 school / classroom 这组场所词。,"276,562,571,663,692,727,786,892,902,984,1016,1209"
21,"I am sitting and writing, and Tom is standing and reading. Look and see: the dog is walking and watching, and we are listening to music, making a kite.",我坐着写东西，汤姆站着看书。快看：狗一边走一边张望，我们在听音乐，还在做风筝。,现在进行时 be + 动词-ing，表示此刻正在进行的动作：am sitting、is reading。Look and see! 用来提醒对方注意。listen 后要接 to：listen to music。,sit|/sit/|v|坐; write|/rait/|v|书写，写; stand|/stænd/|v|站，站立；忍受; read|/ri:d/|v|读，阅读; look|/luk/|v|看，看起来；表情; see|/si:/|v|看见；明白; walk|/wɒ:k/|v|走路，步行; watch|/wɒtʃ/|n & v|手表；观看; listen|/'lisn/|v|听，倾听，听从; make|/meik/|v|制造，开始，安排,look at|/luk æt/|phr v|看，注视; look for|/luk fɒ:/|phr v|寻找，期待; look out|/luk aut/|phr v|当心，留神; look after|/luk 'ɑ:ftə/|phr v|照顾，照看 || listen to|/'lisn tu:/|prep phr|听,look 短语家族（锚词：look）；listen 短语（锚词：listen）,sit and write|坐着写字; listen to music|听音乐; look and see|去看一看,今日回读：请重新朗读背诵第 6、14、17、19、20 天的句子。本句复现：第 1 天的 be 动词与 the / and；第 3 天的 Tom；第 4 天的 my；第 7 天的 to；第 8 天的 dog；第 11 天的 music；第 19 天的 kite。,"737,738,744,745,746,747,748,764,1046,1104,1147,1213,1422,1429,1485"
22,"My favourite sport is football, and my club has a team. We play basketball, volleyball, table-tennis, tennis, badminton and baseball. Sam is a player with the ball in the match.",我最喜欢的运动是足球，我的俱乐部有一支球队。我们打篮球、排球、乒乓球、网球、羽毛球和棒球。萨姆是比赛中带球的队员。,球类运动名前不加冠词：play football、play basketball。have / has 表示“有”。并列列举用 and 连接最后一个词，前面用逗号隔开。,sport|/spɒ:t/|n|运动; football|/'futbɒ:l/|n|足球，橄榄球; club|/klʌb/|n|俱乐部；球棒; team|/ti:m/|n|队，组; basketball|/'bɑ:skitbɒ:l/|n|篮球; volleyball|/'vɒlibɒ:l/|n|排球; table-tennis|/'teɪbəl tenɪs/|n|乒乓球; tennis|/'tenis/|n|网球; badminton|/'bædmintən/|n|羽毛球运动; baseball|/'beisbɒ:l/|n|棒球; player|/'pleiə/|n|运动员；选手；玩家; ball|/bɒ:l/|n|球；球状物; match|/mætʃ/|n|比赛；火柴；相配,golf|/gɒlf/|n|高尔夫球; hockey|/'hɒki/|n|冰球，曲棍球; bat|/bæt/|n|球拍；蝙蝠; racket|/'rækit/|n|球拍,球类补充（锚词：football）,play football|踢足球; a football player|足球运动员; in the match|在比赛中,今日回读：请重新朗读背诵第 7、15、18、20、21 天的句子。本句复现：第 4 天的 my；第 5 天的 with；第 12 天的 favourite；第 19 天的 play；第 20 天的 has。,"86,89,94,95,96,261,487,541,613,774,983,1035,1204,1264,1273,1280,1417"
23,"I could not swim before, and now I can. I can dance, sing, draw and ride. Tom can jump, climb, kick and throw a ball.",以前我不会游泳，现在我会了。我会跳舞、唱歌、画画和骑（车、马）。汤姆会跳、会爬、会踢球、会扔球。,can / could 表示能力，后面接动词原形。could 是 can 的过去式，could not 表示“过去不能”。now 与 before 对比，说明能力的变化。,could|/kud/|v|可以，能; swim|/swim/|v|游泳; can|/kæn/|n & v|能，会；罐头; dance|/dæns. dɑ:ns/|n & v|跳舞，舞蹈，舞会; sing|/siŋ/|v|唱，唱歌; draw|/drɒ:/|v|画；拉；抽出; ride|/raid/|n & v|骑，乘坐; jump|/dʒʌmp/|v|跳，跳跃; climb|/klaim/|v|攀登，上升，爬; kick|/kik/|v|踢; throw|/θrəu/|v|投，掷，抛,dancer|/'dɑ:nsə/|n|舞蹈演员；跳舞的人; singer|/'siŋə/|n|歌手; artist|/'ɑ:tist/|n|艺术家，画家,艺术表演者（锚词：dance）,can swim|会游泳; sing and dance|唱歌跳舞; throw a ball|扔球,今日回读：请重新朗读背诵第 8、16、19、21、22 天的句子。本句复现：第 3 天的 Tom；第 8 天的 not；第 15 天的 now / before；第 22 天的 ball。,"67,188,252,288,311,312,362,687,693,1062,1143,1144,1259,1317"
24,"Be careful and quiet at school, and be fast, not slow: we must not be late, and we have to hurry. We should stop, wait and be early.",在学校要细心、要安静，动作要快不要慢：我们不能迟到，必须抓紧时间。我们应该停下来等一等，还要早到。,must 表示“必须”，must not 表示“不许”；have to 也表示“必须”，强调客观要求；should 表示“应该”。祈使句 Be careful! / Be quiet! 用来提醒别人。fast / slow / quiet / careful / early / late 作表语用。,careful|/'keəful/|adj|小心的，谨慎的; quiet|/'kwaiət/|adj|安静的; fast|/fɑ:st/|adj & adv|快的；快地; slow|/sləu/|adj|慢的; must|/mʌst/|v|必须，一定; late|/leit/|adj & adv|迟的，很晚，晚的; have to|/ˈhæv tə/|v|不得不，只好，只得; hurry|/'hʌri/|v|匆忙，催促; should|/ʃud/|v|应该; stop|/stɒp/|n & v|停止；车站; wait|/weit/|v|等候，等待; early|/'ɜ:li/|adj & adv|早的，很早，早熟的,carefully|/'keəfuli/|adv|仔细地; quick|/kwik/|adj|快的，迅速的; quickly|/'kwikli/|adv|快地,方式副词（锚词：careful）,be careful|小心点; be quiet|保持安静; at school|在学校,今日回读：请重新朗读背诵第 9、17、20、22、23 天的句子。本句复现：第 1 天的 be 动词与 and；第 7 天的 at；第 8 天的 not；第 11 天的 school。,"196,197,378,445,587,631,711,836,1028,1029,1030,1131,1166,1222,1418"
25,"Bingo is my pet: my favourite animal. On the farm there are cows, horses, ducks, chickens, a rabbit and a mouse, and the farmer has a bird and a fish.",宾果是我的宠物，也是我最喜欢的动物。农场里有奶牛、马、鸭子、鸡、一只兔子和一只老鼠，农场主还养着一只鸟和一条鱼。,名词复数：cow→cows、horse→horses、duck→ducks、chicken→chickens。mouse 的复数是 mice（本句用单数 a mouse），fish 单复数同形。there be 与 have / has 都表示“有”。,pet|/pet/|n|宠物; animal|/'æniməl/|n|动物; farm|/fɑ:m/|n|农场，农田; cow|/kau/|n|奶牛，母牛; horse|/hɒ:s/|n|马; duck|/dʌk/|n|鸭子; chicken|/'tʃikin/|n|小鸡，鸡肉; rabbit|/'ræbit/|n|兔子; mouse|/maus/|n|老鼠；鼠标; farmer|/'fɑ:mə/|n|农民; bird|/bɜ:d/|n|鸟，羽毛球; fish|/fiʃ/|n & v|鱼，钓，捕鱼,parrot|/'pærət/|n|鹦鹉; bear|/beə/|n|熊; camel|/'kæml/|n|骆驼,动物补充（锚词：animal）,my pet|我的宠物; on the farm|在农场里; a bird and a fish|一只鸟和一条鱼,今日回读：请重新朗读背诵第 10、18、21、23、24 天的句子。本句复现：第 1 天的 there be 与 the / and；第 2 天的 has；第 4 天的 my；第 8 天的 dog 同族宠物词；第 12 天的 favourite。,"47,101,122,184,228,293,372,442,443,472,620,824,932,956,1033"
26,"At the zoo there are huge elephants, wild lions, tigers, monkeys and snakes. The insects are tiny: Tom has got a dinosaur book. I see a dolphin and a whale.",动物园里有巨大的大象，还有野生的狮子、老虎、猴子和蛇。昆虫很小；汤姆有一本恐龙书。我看见一条海豚和一头鲸。,huge 与 tiny 是一对反义词，可作定语也可作表语。wild 表示“野生的”：wild lions。名词复数：elephant→elephants、monkey→monkeys。there be 与 have got 表示“有”。,zoo|/zu:/|n|动物园; huge|/hju:dʒ/|adj|巨大的; elephant|/'elifənt/|n|象; wild|/waild/|adj|野生的；野性的; lion|/'laiən/|n|狮子; tiger|/'taigə/|n|老虎; monkey|/'mʌŋki/|n|猴子; snake|/sneik/|n|蛇; insect|/'insekt/|n|昆虫; tiny|/'taini/|adj|极小的; dinosaur|/'dainəsɒ:/|n|恐龙; dolphin|/'dɒlfin/|n|海豚; whale|/hweil/|n|鲸,fly|/flai/|n & v|飞；苍蝇,昆虫与飞虫（锚词：insect）,at the zoo|在动物园; huge elephants|巨大的大象; a wild animal|一只野生动物,今日回读：请重新朗读背诵第 11、19、22、24、25 天的句子。本句复现：第 1 天的 there be 与 the / and；第 2 天的 has got；第 3 天的 Tom；第 11 天的 book；第 21 天的 see。,"342,353,392,481,628,653,736,813,1172,1325,1329,1448,1462,1500"
27,"My favourite food is noodles and soup, and I eat bread with butter and cheese. Tom eats rice with meat and potatoes, and he eats an egg.",我最喜欢的食物是面条和汤，我吃面包时要涂黄油和奶酪。汤姆吃米饭配肉和土豆，他还要吃一个鸡蛋。,不可数名词没有复数，前面不用 a / an：bread、rice、meat、cheese、butter、soup。可数名词 egg、potato 有复数形式。with 表示“配着、和……一起”。,food|/fu:d/|n|食物，养料; noodles|/'nu:dlz/|n pl|面条; soup|/su:p/|n|汤; bread|/bred/|n|面包; butter|/'bʌtə/|n|奶油，黄油; cheese|/tʃi:z/|n|乳酪; rice|/rais/|n|米，米饭; meat|/mi:t/|n|肉，餐，食物; potato|/pə'teitəu/|n|马铃薯，土豆; egg|/eg/|n|蛋，卵,salt|/sɒ:lt/|n|盐; sugar|/'ʃugə/|n|糖; oil|/ɒil/|n|油；石油; pepper|/'pepə/|n|胡椒粉，胡椒，辣椒,调味品（锚词：butter）,my favourite food|我最喜欢的食物; bread with butter|涂黄油的面包; rice with meat|肉配米饭,今日回读：请重新朗读背诵第 12、20、23、25、26 天的句子。本句复现：第 3 天的 Tom；第 4 天的 my；第 5 天的 with；第 12 天的 favourite；第 13 天的 eat / eats。,"154,177,225,384,485,782,870,894,951,1004,1060,1084,1193,1240"
28,"In our new home we eat a lot of fruit: apples, bananas, oranges, grapes and strawberries. Tom likes mangoes and lemons, and I like vegetable salad.",在我们的新家里，我们吃很多水果：苹果、香蕉、橙子、葡萄和草莓。汤姆喜欢芒果和柠檬，我喜欢蔬菜沙拉。,可数名词复数变化：apple→apples；以辅音字母 + y 结尾的 strawberry→strawberries。a lot of 表示“很多”，后面接名词。like 后接名词表示喜好，主语是第三人称单数时用 likes。,fruit|/fru:t/|n|水果，果类，结果; apple|/'æpl/|n|苹果; banana|/bə'nɑ:nə/|n|香蕉; orange|/'ɒ:rindʒ/|adj & n|橙子；橙色（的）; grape|/greip/|n|葡萄，葡萄树; strawberry|/'strɒ:bəri/|n|草莓; mango|/'mæŋgəu/|n|芒果; lemon|/'lemən/|n|柠檬; vegetable|/'vedʒətəbl/|n|蔬菜; salad|/'sæləd/|n|色拉，沙拉,peach|/pi:tʃ/|n|桃子; pear|/peə/|n|梨; carrot|/'kærət/|n|胡萝卜; onion|/'ʌnjən/|n|洋葱,更多果蔬（锚词：fruit）,a lot of fruit|很多水果; apples and bananas|苹果和香蕉; vegetable salad|蔬菜沙拉,今日回读：请重新朗读背诵第 13、21、24、26、27 天的句子。本句复现：第 1 天的 our / new / home / in；第 3 天的 Tom；第 13 天的 eat；第 17 天的 a lot of；第 19 天的 like / likes。,"58,90,200,512,555,720,768,901,908,942,943,1082,1230,1409"
29,"I drink water, milk and juice, and my mother drinks tea and coffee. Tom drinks cola and a milkshake, and he loves ice cream, chocolate and cake.",我喝水、牛奶和果汁，妈妈喝茶和咖啡。汤姆喝可乐和奶昔，他还特别爱吃冰淇淋、巧克力和蛋糕。,drink 的第三人称单数形式是 drinks。water、milk、tea、coffee、ice cream、chocolate、cake 通常作不可数名词；a milkshake 是 a + 可数名词。love 比 like 语气更强。,drink|/driŋk/|n & v|饮料；喝; water|/'wɒ:tə/|n|水; milk|/milk/|n|奶，牛奶; juice|/dʒu:s/|n|果汁；汁; tea|/ti:/|n|茶；茶叶; coffee|/'kɒfi/|n|咖啡; cola|/'kəulə/|n|可乐; milkshake|/ˈmɪlkʃeɪk/|n|奶昔; ice cream|/ais kri:m/|n|冰淇淋; chocolate|/'tʃɒkəlit/|n|巧克力; cake|/keik/|n|蛋糕，块，饼,biscuit|/'biskit/|n|饼干; sweet|/swi:t/|n & adj|糖果；甜的; honey|/'hʌni/|n|蜂蜜; jam|/dʒæm/|n|果酱；堵塞,甜味点心（锚词：cake）,drink water|喝水; a milkshake|一杯奶昔; ice cream and cake|冰淇淋和蛋糕,今日回读：请重新朗读背诵第 14、22、25、27、28 天的句子。本句复现：第 3 天的 mother / Tom；第 4 天的 my；第 19 天的 loves（love）；第 27 天的食物词家族（food、bread）。,"124,182,233,264,265,366,618,636,675,685,797,798,1258,1270,1430"
